Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
157,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
157,Fall,SL101,English Language Lab,1,L1,0,0,0,1
157,Unknown,SS122,English Composition,3,UK,-1,0,0,0
157,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
157,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
157,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
157,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
157,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
157,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
157,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
157,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
157,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
157,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
157,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
157,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
157,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
157,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
158,Fall,MT119,Calculus and Analytical Geometry,3,L2,0,0,0,1
158,Fall,SL101,English Language Lab,1,L2,0,0,0,1
158,Fall,CL118,Programming Fundamentals - Lab,1,L2,0,0,0,1
158,Fall,EE182,Basic Electronics,3,L2,0,0,0,1
158,Fall,MT104,Linear Algebra,3,L2,0,0,0,1
158,Fall,SS101,English Language,3,L2,0,0,0,1
158,Fall,CS118,Programming Fundamentals,3,L2,0,0,0,1
158,Unknown,SS122,English Composition,3,UK,-1,0,0,0
158,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
158,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
158,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
158,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
158,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
158,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
158,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
158,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
158,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
158,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
158,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
158,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
158,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
158,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
159,Fall,SL101,English Language Lab,1,A,4,3.47,3.47,0
159,Fall,EE182,Basic Electronics,3,A,4,3.47,3.47,0
159,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.47,3.47,0
159,Fall,MT104,Linear Algebra,3,B+,3.33,3.47,3.47,0
159,Fall,CS118,Programming Fundamentals,3,B+,3.33,3.47,3.47,0
159,Fall,CL118,Programming Fundamentals - Lab,1,A,4,3.47,3.47,0
159,Fall,SS101,English Language,3,B,3,3.47,3.47,0
159,Fall,CS201,Data Structures,3,A-,3.67,3,3.27,0
159,Spring,EE227,Digital Logic Design,3,A,4,3.33,3.4,0
159,Spring,MT224,Differential Equations (Cal II),3,A,4,3.33,3.4,0
159,Spring,CS217,Computer Programming,3,B,3,3.33,3.4,0
159,Spring,CL217,Computer Programming Lab,1,A-,3.67,3.33,3.4,0
159,Spring,SS122,English Composition,3,D+,1.33,3.33,3.4,0
159,Spring,SS111,Islamic and Religious Studies,3,A,4,3.33,3.4,0
159,Spring,EL227,Digital Logic Design - Lab,1,A,4,3.33,3.4,0
159,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
159,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
159,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
159,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
159,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
159,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
159,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
160,Fall,MT104,Linear Algebra,3,B+,3.33,2.45,2.45,0
160,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.45,2.45,0
160,Fall,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.45,2.45,0
160,Fall,SS101,English Language,3,B+,3.33,2.45,2.45,0
160,Fall,EE182,Basic Electronics,3,B-,2.67,2.45,2.45,0
160,Fall,SL101,English Language Lab,1,A-,3.67,2.45,2.45,0
160,Fall,CS118,Programming Fundamentals,3,D,1,2.45,2.45,0
160,Fall,CS201,Data Structures,3,C+,2.33,1.87,2.3,0
160,Spring,SS122,English Composition,3,B,3,1.8,2.13,0
160,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,1.8,2.13,0
160,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.8,2.13,0
160,Spring,CL217,Computer Programming Lab,1,F,0,1.8,2.13,0
160,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,1.8,2.13,0
160,Spring,EE227,Digital Logic Design,3,C+,2.33,1.8,2.13,0
160,Spring,CS217,Computer Programming,3,F,0,1.8,2.13,0
160,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
160,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
160,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
160,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
160,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
160,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
160,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
161,Fall,SL101,English Language Lab,1,B+,3.33,1.84,1.84,0
161,Fall,MT104,Linear Algebra,3,C-,1.67,1.84,1.84,0
161,Fall,CS118,Programming Fundamentals,3,F,0,1.84,1.84,0
161,Fall,EE182,Basic Electronics,3,C+,2.33,1.84,1.84,0
161,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.84,1.84,0
161,Fall,SS101,English Language,3,B+,3.33,1.84,1.84,0
161,Fall,MT119,Calculus and Analytical Geometry,3,C,2,1.84,1.84,0
161,Fall,CS201,Data Structures,3,C-,1.67,2.04,2.23,0
161,Spring,CS118,Programming Fundamentals,3,C-,1.67,2.05,2.22,0
161,Spring,CL118,Programming Fundamentals - Lab,1,B,3,2.05,2.22,0
161,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,2.05,2.22,0
161,Spring,SS122,English Composition,3,C+,2.33,2.05,2.22,0
161,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.05,2.22,0
161,Spring,EE227,Digital Logic Design,3,C-,1.67,2.05,2.22,0
161,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
161,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
161,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
161,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
161,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
161,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
161,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
161,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
161,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
161,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
162,Fall,CS118,Programming Fundamentals,3,F,0,2.57,2.57,0
162,Fall,SS101,English Language,3,B+,3.33,2.57,2.57,0
162,Fall,EE182,Basic Electronics,3,A-,3.67,2.57,2.57,0
162,Fall,SL101,English Language Lab,1,A-,3.67,2.57,2.57,0
162,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.57,2.57,0
162,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.57,2.57,0
162,Fall,MT104,Linear Algebra,3,B-,2.67,2.57,2.57,0
162,Fall,CS201,Data Structures,3,F,0,1.69,2.36,0
162,Spring,SS122,English Composition,3,C,2,2.12,2.66,0
162,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.12,2.66,0
162,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.12,2.66,0
162,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,2.12,2.66,0
162,Spring,MT224,Differential Equations (Cal II),3,B,3,2.12,2.66,0
162,Spring,CS118,Programming Fundamentals,3,D+,1.33,2.12,2.66,0
162,Spring,EE227,Digital Logic Design,3,D+,1.33,2.12,2.66,0
162,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
162,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
162,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
162,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
162,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
162,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
162,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
162,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
162,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
163,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.67,2.67,0
163,Fall,SS101,English Language,3,A-,3.67,2.67,2.67,0
163,Fall,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.67,2.67,0
163,Fall,EE182,Basic Electronics,3,A-,3.67,2.67,2.67,0
163,Fall,SL101,English Language Lab,1,B,3,2.67,2.67,0
163,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.67,2.67,0
163,Fall,MT104,Linear Algebra,3,B,3,2.67,2.67,0
163,Fall,CS201,Data Structures,3,W,0,0,2.45,0
163,Spring,MT224,Differential Equations (Cal II),3,C,2,1.84,2.26,0
163,Spring,SS122,English Composition,3,C+,2.33,1.84,2.26,0
163,Spring,SS113,Pakistan Studies,3,B,3,1.84,2.26,0
163,Spring,EE227,Digital Logic Design,3,C+,2.33,1.84,2.26,0
163,Spring,CS217,Computer Programming,3,F,0,1.84,2.26,0
163,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,1.84,2.26,0
163,Spring,CL217,Computer Programming Lab,1,F,0,1.84,2.26,0
163,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
163,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
163,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
163,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
163,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
163,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
163,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
164,Fall,SS111,Islamic and Religious Studies,3,A-,3.67,2.95,2.95,0
164,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.95,2.95,0
164,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.95,2.95,0
164,Fall,CS201,Data Structures,3,F,0,2.14,2.18,0
164,Spring,SS122,English Composition,3,C-,1.67,1.14,1.92,0
164,Spring,CL217,Computer Programming Lab,1,C,2,1.14,1.92,0
164,Spring,EE227,Digital Logic Design,3,D,1,1.14,1.92,0
164,Spring,CS217,Computer Programming,3,F,0,1.14,1.92,0
164,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,1.14,1.92,0
164,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
164,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
164,Unknown,SS101,English Language,3,UK,-1,0,0,0
164,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
164,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
164,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
164,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
164,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
164,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
164,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
164,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
164,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
164,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
165,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
165,Fall,SS101,English Language,3,L1,0,0,0,1
165,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
165,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
165,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
165,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
165,Fall,SL101,English Language Lab,1,L1,0,0,0,1
165,Unknown,SS122,English Composition,3,UK,-1,0,0,0
165,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
165,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
165,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
165,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
165,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
165,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
165,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
165,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
165,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
165,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
165,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
165,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
165,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
165,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
166,Fall,SL101,English Language Lab,1,L1,0,0,0,1
166,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
166,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
166,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
166,Fall,SS101,English Language,3,L1,0,0,0,1
166,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
166,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
166,Unknown,SS122,English Composition,3,UK,-1,0,0,0
166,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
166,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
166,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
166,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
166,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
166,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
166,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
166,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
166,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
166,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
166,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
166,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
166,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
166,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
167,Fall,SS101,English Language,3,LL,0,0,0,1
167,Fall,CS118,Programming Fundamentals,3,LL,0,0,0,1
167,Fall,CL118,Programming Fundamentals - Lab,1,LL,0,0,0,1
167,Fall,MT104,Linear Algebra,3,LL,0,0,0,1
167,Fall,SL101,English Language Lab,1,LL,0,0,0,1
167,Fall,MT119,Calculus and Analytical Geometry,3,LL,0,0,0,1
167,Fall,EE182,Basic Electronics,3,LL,0,0,0,1
167,Unknown,SS122,English Composition,3,UK,-1,0,0,0
167,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
167,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
167,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
167,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
167,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
167,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
167,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
167,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
167,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
167,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
167,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
167,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
167,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
167,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
168,Fall,EE182,Basic Electronics,3,D,1,1.33,1.33,0
168,Fall,SS101,English Language,3,B-,2.67,1.33,1.33,0
168,Fall,CL118,Programming Fundamentals - Lab,1,C,2,1.33,1.33,0
168,Fall,MT104,Linear Algebra,3,D,1,1.33,1.33,0
168,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.33,1.33,0
168,Fall,SL101,English Language Lab,1,B-,2.67,1.33,1.33,0
168,Fall,CS118,Programming Fundamentals,3,F,0,1.33,1.33,0
168,Fall,CS201,Data Structures,3,F,0,1.88,2.36,0
168,Spring,MT104,Linear Algebra,3,A-,3.67,3.16,3.04,0
168,Spring,EE182,Basic Electronics,3,A-,3.67,3.16,3.04,0
168,Spring,CL118,Programming Fundamentals - Lab,1,D,1,3.16,3.04,0
168,Spring,CS118,Programming Fundamentals,3,C+,2.33,3.16,3.04,0
168,Spring,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.16,3.04,0
168,Unknown,SS122,English Composition,3,UK,-1,0,0,0
168,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
168,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
168,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
168,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
168,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
168,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
168,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
168,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
168,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
168,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
168,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
168,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
168,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
169,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,1.78,1.78,0
169,Fall,MT104,Linear Algebra,3,B-,2.67,1.78,1.78,0
169,Fall,CS118,Programming Fundamentals,3,F,0,1.78,1.78,0
169,Fall,SS101,English Language,3,D+,1.33,1.78,1.78,0
169,Fall,EE182,Basic Electronics,3,C,2,1.78,1.78,0
169,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.78,1.78,0
169,Fall,SL101,English Language Lab,1,C+,2.33,1.78,1.78,0
169,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,2.55,2.51,0
169,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.55,2.51,0
169,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,2.55,2.51,0
169,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.55,2.51,0
169,Spring,EE182,Basic Electronics,3,A-,3.67,2.55,2.51,0
169,Spring,CS118,Programming Fundamentals,3,F,0,2.55,2.51,0
169,Spring,EE227,Digital Logic Design,3,B+,3.33,2.55,2.51,0
169,Unknown,SS122,English Composition,3,UK,-1,0,0,0
169,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
169,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
169,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
169,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
169,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
169,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
169,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
169,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
169,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
169,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
170,Fall,SL101,English Language Lab,1,C+,2.33,2.18,2.18,0
170,Fall,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.18,2.18,0
170,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.18,2.18,0
170,Fall,SS101,English Language,3,B,3,2.18,2.18,0
170,Fall,EE182,Basic Electronics,3,C,2,2.18,2.18,0
170,Fall,CS118,Programming Fundamentals,3,D,1,2.18,2.18,0
170,Fall,MT104,Linear Algebra,3,B-,2.67,2.18,2.18,0
170,Fall,CS201,Data Structures,3,B-,2.67,1.54,1.81,0
170,Spring,CS217,Computer Programming,3,C+,2.33,1.33,1.75,0
170,Spring,CL217,Computer Programming Lab,1,C-,1.67,1.33,1.75,0
170,Spring,SS113,Pakistan Studies,3,F,0,1.33,1.75,0
170,Spring,SS122,English Composition,3,D,1,1.33,1.75,0
170,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.33,1.75,0
170,Spring,MT224,Differential Equations (Cal II),3,D,1,1.33,1.75,0
170,Spring,EE227,Digital Logic Design,3,C,2,1.33,1.75,0
170,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
170,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
170,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
170,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
170,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
170,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
170,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
171,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.04,2.04,0
171,Fall,CS118,Programming Fundamentals,3,C,2,2.04,2.04,0
171,Fall,EE182,Basic Electronics,3,F,0,2.04,2.04,0
171,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,2.04,2.04,0
171,Fall,SS101,English Language,3,B+,3.33,2.04,2.04,0
171,Fall,MT104,Linear Algebra,3,C-,1.67,2.04,2.04,0
171,Fall,SL101,English Language Lab,1,A,4,2.04,2.04,0
171,Fall,CS201,Data Structures,3,F,0,0.67,1.75,0
171,Spring,CL217,Computer Programming Lab,1,C-,1.67,1.21,1.78,0
171,Spring,SS111,Islamic and Religious Studies,3,D+,1.33,1.21,1.78,0
171,Spring,SS122,English Composition,3,D,1,1.21,1.78,0
171,Spring,CS217,Computer Programming,3,F,0,1.21,1.78,0
171,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.21,1.78,0
171,Spring,EE182,Basic Electronics,3,C+,2.33,1.21,1.78,0
171,Spring,EE227,Digital Logic Design,3,D,1,1.21,1.78,0
171,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
171,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
171,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
171,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
171,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
171,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
171,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
171,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
172,Fall,SS101,English Language,3,B+,3.33,1.63,1.63,0
172,Fall,SL101,English Language Lab,1,A-,3.67,1.63,1.63,0
172,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.63,1.63,0
172,Fall,EE182,Basic Electronics,3,C-,1.67,1.63,1.63,0
172,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.63,1.63,0
172,Fall,CS118,Programming Fundamentals,3,F,0,1.63,1.63,0
172,Fall,MT104,Linear Algebra,3,C-,1.67,1.63,1.63,0
172,Spring,SS113,Pakistan Studies,3,B,3,2.26,2.2,0
172,Spring,CS118,Programming Fundamentals,3,C-,1.67,2.26,2.2,0
172,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.26,2.2,0
172,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.26,2.2,0
172,Spring,SS122,English Composition,3,B-,2.67,2.26,2.2,0
172,Spring,EE227,Digital Logic Design,3,C,2,2.26,2.2,0
172,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
172,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
172,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
172,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
172,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
172,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
